order_id,store_id,channel_id,payment_order_id,delivery_order_id,order_status,order_amount,order_delivery_fee,order_delivery_cost,order_created_hour,order_created_minute,order_created_month,order_created_day,order_moment_created,order_metric_collected_time,order_metric_paused_time,order_metric_production_time,order_metric_walking_time,order_metric_expediton_speed_time,order_metric_transit_time,order_metric_cycle_time
69889657,1307,5,69889657,69889657,FINISHED,254400,19960,24000,22,47,7,1,1/7/2023 22:47,0.13,3.1,21.6,0.15,3.25,21.52,46.35
69889744,274,5,69889744,69889744,FINISHED,505600,47600,112560,22,48,7,1,1/7/2023 22:48,,,21.58,,4.32,24.38,50.28
69889746,659,5,69889746,69889746,FINISHED,223600,47600,49160,22,48,7,1,1/7/2023 22:48,4.6,,8.05,7.72,,,79.33
69890026,2700,5,69890026,69890026,CANCELED,95640,0,0,22,48,7,1,1/7/2023 22:48,,,,,,,
69890137,274,5,69890137,69890137,FINISHED,554800,47600,45560,22,48,7,1,1/7/2023 22:48,2.08,12.02,24.08,2.1,14.12,23.62,61.8
69890378,3528,5,69890378,69890378,FINISHED,97600,12000,34520,22,49,7,1,1/7/2023 22:49,1.97,2.92,44.08,5.82,8.73,22.23,75.05
69890480,631,5,69890480,69890480,FINISHED,476000,47600,24000,22,49,7,1,1/7/2023 22:49,3.95,2.13,10.17,3.97,6.1,13.2,29.47
69890481,707,5,69890481,69890481,FINISHED,531200,47600,24000,22,49,7,1,1/7/2023 22:49,0.47,7.67,18.6,0.5,8.17,34.6,61.37
69890551,356,13,69890551,69890551,FINISHED,371600,27600,53520,22,49,7,1,1/7/2023 22:49,0.55,4.37,9.82,1.77,6.13,23.18,39.13
69890734,1928,13,69890734,69890734,FINISHED,352000,0,34360,22,50,7,1,1/7/2023 22:50,0.77,2.38,9.03,3.3,5.68,6.97,21.7
69890773,1037,5,69890773,69890773,FINISHED,283800,47600,32000,22,50,7,1,1/7/2023 22:50,2.15,5.82,13.05,6.45,12.27,11.62,36.95
69890775,676,5,69890775,69890775,FINISHED,779400,47600,24000,22,50,7,1,1/7/2023 22:50,1.8,0.85,20.35,2.07,2.92,14.2,37.48
69890837,53,5,69890837,69890837,FINISHED,118800,27600,34400,22,50,7,1,1/7/2023 22:50,1.18,4.33,13.92,1.2,5.53,18.32,37.77
69890952,2812,5,69890952,69890952,FINISHED,129600,19600,32000,22,50,7,1,1/7/2023 22:50,1.87,1.95,15.82,2.28,4.23,15.53,35.58
69890980,82,15,69890980,69890980,FINISHED,124000,20000,36840,22,50,7,1,1/7/2023 22:50,0.53,5.77,0.68,0.55,6.33,21.82,28.83
69891001,669,5,69891001,69891001,FINISHED,71960,19600,24000,22,50,7,1,1/7/2023 22:50,0.93,1.82,5.92,5.77,7.58,6.47,19.97
69891284,496,5,69891284,69891284,FINISHED,567600,47600,37480,22,51,7,1,1/7/2023 22:51,2.18,8.8,13.5,2.18,11,13.28,37.77
69891323,416,5,69891323,69891323,FINISHED,773600,47600,36240,22,51,7,1,1/7/2023 22:51,1.02,1.73,25.88,4.18,5.93,16.9,48.72
69891359,496,5,69891359,69891359,FINISHED,415200,47600,32920,22,52,7,1,1/7/2023 22:52,0.18,5.7,18.45,0.22,5.92,10.93,35.32
69891361,998,5,69891361,69891361,FINISHED,276000,39600,35120,22,52,7,1,1/7/2023 22:52,3.85,1.45,9.47,5.32,6.77,20.02,36.23
69891418,632,5,69891418,69891418,FINISHED,261200,47600,46200,22,52,7,1,1/7/2023 22:52,2.72,1.08,6.02,3.73,4.83,33.13,43.98
69891495,3071,5,69891495,69891495,FINISHED,286400,0,34520,22,52,7,1,1/7/2023 22:52,2.63,0.8,11.78,4.6,5.38,21.5,38.68
69891503,961,5,69891503,69891503,FINISHED,182800,0,35680,22,52,7,1,1/7/2023 22:52,3.4,8.15,13.43,4.6,12.75,6.77,32.93
69891566,391,10,69891566,69891566,FINISHED,223600,27600,41240,22,52,7,1,1/7/2023 22:52,2.1,1.05,4.78,4.7,5.75,24.48,35.02
69891825,659,5,69891825,69891825,FINISHED,581600,47600,32000,22,53,7,1,1/7/2023 22:53,1.53,2.12,11.42,2.67,4.8,35.65,51.85
69891879,632,5,69891879,69891879,FINISHED,227600,47600,44880,22,53,7,1,1/7/2023 22:53,2.82,1.33,4.38,3.78,5.12,23.57,33.07
69892020,191,5,69892020,69892020,FINISHED,280000,39600,0,22,54,7,1,1/7/2023 22:54,5.85,1.03,9.08,7.93,8.97,61.85,79.92
69892099,2439,5,69892099,69892099,FINISHED,199600,0,36600,22,54,7,1,1/7/2023 22:54,0.78,6.73,26.52,1.37,8.08,12.28,46.9
69892131,496,5,69892131,69892131,FINISHED,251600,47600,24000,22,54,7,1,1/7/2023 22:54,1.1,9.8,11.52,1.12,10.93,5.32,27.75
69892132,1914,5,69892132,69892132,FINISHED,310000,27960,40840,22,54,7,1,1/7/2023 22:54,,,27.52,,5.3,123.05,155.87
69892194,707,5,69892194,69892194,FINISHED,677200,47600,34080,22,54,7,1,1/7/2023 22:54,0.28,3.77,17.4,0.32,4.08,12.47,33.95
69892259,415,5,69892259,69892259,FINISHED,344000,47600,12720,22,55,7,1,1/7/2023 22:55,1.02,2.98,13.37,3.88,6.87,11.3,31.53
69892274,1307,5,69892274,69892274,FINISHED,312000,19960,24000,22,55,7,1,1/7/2023 22:55,1.82,3.57,35.43,1.85,5.42,48.18,89.03
69892316,53,5,69892316,69892316,FINISHED,283200,19600,24000,22,55,7,1,1/7/2023 22:55,0.35,4.57,12.58,0.4,4.97,9.87,27.42
69892434,3512,5,69892434,69892434,FINISHED,666000,0,30400,22,55,7,1,1/7/2023 22:55,4.32,0.78,27.1,7.98,8.77,6.87,42.73
69892557,294,10,69892557,69892557,FINISHED,267200,39600,36440,22,55,7,1,1/7/2023 22:55,0.78,1.45,2.55,7.82,9.28,22.95,34.78
69892604,864,15,69892604,69892604,FINISHED,159200,23600,22800,22,56,7,1,1/7/2023 22:56,1.08,0.75,6.45,1.12,1.87,2.58,10.9
69892626,676,5,69892626,69892626,FINISHED,349400,47600,32000,22,56,7,1,1/7/2023 22:56,1.37,1.15,15.02,1.53,2.68,9.58,27.28
69892878,886,5,69892878,69892878,FINISHED,151200,19600,32000,22,56,7,1,1/7/2023 22:56,2.65,,6.12,,6.8,24.77,37.67
69892887,903,10,69892887,69892887,FINISHED,418800,0,32000,22,56,7,1,1/7/2023 22:56,4.4,16.97,8.75,4.42,21.38,17.32,47.45
69892923,1057,5,69892923,69892923,FINISHED,250000,47600,43760,22,56,7,1,1/7/2023 22:56,3.12,0.95,10.92,3.88,4.83,12,27.75
69893017,391,10,69893017,69893017,FINISHED,335200,27600,28560,22,57,7,1,1/7/2023 22:57,1.92,3.87,5.48,5.73,9.6,36.63,51.72
69893020,659,5,69893020,69893020,FINISHED,532000,47600,42680,22,57,7,1,1/7/2023 22:57,1.15,1.18,9.93,4.17,5.35,26.35,41.63
69893021,321,5,69893021,69893021,FINISHED,207200,47600,32000,22,57,7,1,1/7/2023 22:57,0.6,0.08,18.2,4.1,4.17,11.87,34.25
69893065,274,5,69893065,69893065,FINISHED,800800,47600,35800,22,57,7,1,1/7/2023 22:57,1.48,0.48,25.05,4.67,5.13,4.53,34.72
69893304,864,15,69893304,69893304,FINISHED,99600,23600,21080,22,58,7,1,1/7/2023 22:58,0.65,2.97,6.9,0.67,3.63,14.1,24.63
69893306,149,5,69893306,69893306,FINISHED,501800,47600,24000,22,58,7,1,1/7/2023 22:58,0.75,5.98,15.53,0.77,6.77,17.43,39.73
69893362,1037,5,69893362,69893362,FINISHED,1000400,47600,13360,22,58,7,1,1/7/2023 22:58,7.53,1.32,22.8,10.87,12.18,14.27,49.23
69893365,409,5,69893365,69893365,FINISHED,240000,0,14880,22,58,7,1,1/7/2023 22:58,0.97,0.72,7.35,4.63,5.35,61.5,74.2
69893381,616,5,69893381,69893381,FINISHED,87600,23960,41160,22,58,7,1,1/7/2023 22:58,0.32,3.02,1.02,0.37,3.4,20.98,25.4
69893529,658,5,69893529,69893529,FINISHED,473200,47600,32880,22,59,7,1,1/7/2023 22:59,14.38,2.58,3.68,16.05,18.63,16.25,38.57
69893604,2541,5,69893604,69893604,FINISHED,376000,27600,37160,22,59,7,1,1/7/2023 22:59,0.95,3.25,10.55,1.73,5,24.27,39.82
69893834,2156,5,69893834,69893834,FINISHED,398400,51600,51560,23,0,7,1,1/7/2023 23:00,2.2,0.83,14.13,3.55,4.38,22.67,41.18
69893878,676,5,69893878,69893878,FINISHED,559200,47600,32120,23,0,7,1,1/7/2023 23:00,3.1,1.03,16.47,3.12,4.15,8.52,29.13
69893900,950,5,69893900,69893900,FINISHED,159600,27600,38760,23,0,7,1,1/7/2023 23:00,1.83,0.22,7.18,1.87,2.08,25.82,35.07
69893942,1057,5,69893942,69893942,FINISHED,226000,47600,22360,23,0,7,1,1/7/2023 23:00,1.13,2.08,12.98,1.87,3.95,12.57,29.5
69893945,950,5,69893945,69893945,FINISHED,879200,27600,24000,23,0,7,1,1/7/2023 23:00,0.23,2.68,27.83,0.25,2.93,23.25,54.02
69893982,950,5,69893982,69893982,FINISHED,442000,27600,34480,23,0,7,1,1/7/2023 23:00,0.27,4.02,27.77,0.3,4.3,28.53,60.6
69894201,1107,13,69894201,69894201,FINISHED,1284000,0,46120,23,1,7,1,1/7/2023 23:01,2.33,2.67,20.3,5.6,8.27,23.22,51.78
69894202,390,5,69894202,69894202,FINISHED,159600,31600,32440,23,1,7,1,1/7/2023 23:01,1.03,1.17,13.07,2.3,3.47,14.03,30.57
69894209,1037,5,69894209,69894209,FINISHED,559400,47600,44480,23,1,7,1,1/7/2023 23:01,2.67,,17.67,,5.83,18.35,41.85
69894288,236,5,69894288,69894288,FINISHED,150000,47600,48000,23,1,7,1,1/7/2023 23:01,1.82,,9.52,,6.08,22.17,37.75
69894357,409,5,69894357,69894357,FINISHED,337600,0,32000,23,1,7,1,1/7/2023 23:01,,,31.1,,4.77,12.25,48.1
69894410,661,5,69894410,69894410,FINISHED,290600,39600,42240,23,1,7,1,1/7/2023 23:01,0.52,3.92,3.98,6.12,10.03,61.42,75.43
69894489,790,5,69894489,69894489,FINISHED,263200,27600,35360,23,1,7,1,1/7/2023 23:01,,,15.02,,9.35,18.03,42.4
69894491,493,5,69894491,69894491,FINISHED,423200,31600,12680,23,1,7,1,1/7/2023 23:01,5,3.47,21.62,5.02,8.48,24.33,54.42
69894549,149,5,69894549,69894549,FINISHED,367200,47600,24000,23,2,7,1,1/7/2023 23:02,1.23,17.87,23.45,1.25,19.1,18.52,61.07
69894591,604,5,69894591,69894591,FINISHED,238800,39600,32200,23,2,7,1,1/7/2023 23:02,4.67,2.2,2.27,4.68,6.88,17.93,27.08
69894702,415,5,69894702,69894702,FINISHED,152000,47600,40760,23,2,7,1,1/7/2023 23:02,0.27,4.6,12.98,0.28,4.88,17.13,35
69894705,236,5,69894705,69894705,FINISHED,394800,47600,34920,23,2,7,1,1/7/2023 23:02,1.65,,12.98,,7.02,16.83,36.83
69894708,707,5,69894708,69894708,FINISHED,547600,47600,33640,23,2,7,1,1/7/2023 23:02,3.32,0.42,12.03,7.25,7.67,14,33.72
69894787,707,5,69894787,69894787,FINISHED,859200,47600,33400,23,2,7,1,1/7/2023 23:02,,1.37,,,,16.62,36.97
69894903,321,5,69894903,69894903,FINISHED,852600,47600,32000,23,2,7,1,1/7/2023 23:02,1.67,0.18,23.33,4.65,4.83,8.7,36.87
69894907,1914,5,69894907,69894907,FINISHED,272000,27960,0,23,2,7,1,1/7/2023 23:02,1.3,2.27,16.62,2.02,4.28,161.1,182
69894910,2170,15,69894910,69894910,FINISHED,224000,0,400000,23,2,7,1,1/7/2023 23:02,,,,,,,59.1
69895059,2439,15,69895059,69895059,FINISHED,263600,0,24000,23,2,7,1,1/7/2023 23:02,0.13,3.65,30.17,1.05,4.7,16.13,51
69895126,53,5,69895126,69895126,FINISHED,110800,19600,24000,23,3,7,1,1/7/2023 23:03,1.02,5.85,8.47,1.05,6.9,8.62,23.98
69895399,707,5,69895399,69895399,FINISHED,683000,47600,32000,23,3,7,1,1/7/2023 23:03,1.17,4.35,13.18,5.07,9.42,20.88,43.48
69895645,274,5,69895645,69895645,FINISHED,349400,47600,35200,23,4,7,1,1/7/2023 23:04,0.87,0.55,19.13,3.95,4.5,14,37.63
69895700,496,5,69895700,69895700,FINISHED,431000,47600,24000,23,4,7,1,1/7/2023 23:04,1.73,8.93,13,1.77,10.7,12.33,36.03
69895744,274,5,69895744,69895744,FINISHED,717600,47600,36600,23,4,7,1,1/7/2023 23:04,9.82,11.5,22.4,9.88,21.38,8.93,52.72
69895819,493,15,69895819,69895819,FINISHED,455400,31600,33400,23,4,7,1,1/7/2023 23:04,2.4,5.45,28.63,2.42,7.87,7.43,43.93
69895866,1530,5,69895866,69895866,FINISHED,289600,31600,30400,23,4,7,1,1/7/2023 23:04,1.5,3.03,12.95,1.95,5,6.63,24.58
69895964,931,5,69895964,69895964,FINISHED,559200,27600,24000,23,5,7,1,1/7/2023 23:05,1.13,1.15,14.2,1.62,2.77,11.25,28.22
69895996,1076,5,69895996,69895996,FINISHED,396000,39600,24000,23,5,7,1,1/7/2023 23:05,0.77,3.1,22.72,4.47,7.58,17.97,48.25
69896046,417,5,69896046,69896046,FINISHED,515400,47600,24240,23,5,7,1,1/7/2023 23:05,1.37,0.43,20.6,5.72,6.15,21.43,48.18
69896099,658,5,69896099,69896099,FINISHED,279600,47600,45880,23,5,7,1,1/7/2023 23:05,7.87,8.68,18.18,13.08,21.75,21.55,61.48
69896170,3728,5,69896170,69896170,FINISHED,352000,0,50600,23,5,7,1,1/7/2023 23:05,1.57,0.53,14.52,5.12,5.65,23.2,43.35
69896215,659,5,69896215,69896215,FINISHED,284000,47600,44320,23,5,7,1,1/7/2023 23:05,1.97,5.3,14.45,3.33,8.63,16.85,39.93
69896216,676,5,69896216,69896216,FINISHED,191600,47600,24000,23,5,7,1,1/7/2023 23:05,2.38,1.18,15.82,2.38,3.57,11.48,30.88
69896265,53,5,69896265,69896265,FINISHED,157600,19600,24000,23,6,7,1,1/7/2023 23:06,0.42,12.98,19.75,0.43,13.43,9.18,42.37
69896300,417,5,69896300,69896300,FINISHED,503400,47600,32000,23,6,7,1,1/7/2023 23:06,1.3,2.72,19.78,5.67,8.38,13.67,41.85
69896368,656,5,69896368,69896368,FINISHED,279200,39600,36440,23,6,7,1,1/7/2023 23:06,0.45,4.35,16.4,0.53,4.9,12.85,34.13
69896407,656,5,69896407,69896407,FINISHED,151600,27600,22800,23,6,7,1,1/7/2023 23:06,0.28,1.77,9.65,0.3,2.08,8.28,20.02
69896450,6,5,69896450,69896450,FINISHED,291600,39600,21920,23,6,7,1,1/7/2023 23:06,3.13,2.93,11.97,3.18,6.12,14.48,32.55
69896467,659,5,69896467,69896467,FINISHED,841200,47600,43680,23,7,7,1,1/7/2023 23:07,5.2,0.3,19.18,8.17,8.47,20.85,48.5
69896468,53,5,69896468,69896468,FINISHED,367600,19600,24000,23,7,7,1,1/7/2023 23:07,0.43,4.4,18.67,0.45,4.85,16.42,39.92
69896480,864,15,69896480,69896480,FINISHED,199200,23600,53720,23,7,7,1,1/7/2023 23:07,0.6,1.42,7.03,0.63,2.05,21.47,30.53
69896551,294,5,69896551,69896551,FINISHED,446800,27600,24000,23,7,7,1,1/7/2023 23:07,2.48,3.6,16.15,5.35,8.95,13.53,38.63
69896578,274,5,69896578,69896578,FINISHED,1159800,47600,34280,23,7,7,1,1/7/2023 23:07,1.82,,35.1,,9.45,22.98,67.55
69896603,357,5,69896603,69896603,FINISHED,542800,32000,45360,23,7,7,1,1/7/2023 23:07,1.83,3.8,12.87,3.05,6.83,14.78,34.5
69896615,983,15,69896615,69896615,FINISHED,220000,27600,39960,23,7,7,1,1/7/2023 23:07,2.88,5.82,12.17,2.9,8.72,14.62,35.52
69896620,659,5,69896620,69896620,FINISHED,375600,47600,37440,23,7,7,1,1/7/2023 23:07,1.65,4.08,12.68,3.35,7.43,17.15,37.27
69896622,1037,5,69896622,69896622,FINISHED,673200,47600,34360,23,7,7,1,1/7/2023 23:07,7.63,0.83,13.45,10.82,11.65,19.18,44.28
69896721,1399,5,69896721,69896721,FINISHED,902400,0,15680,23,8,7,1,1/7/2023 23:08,0.78,3.57,16.52,0.92,4.48,25.57,46.57
69896752,3728,5,69896752,69896752,FINISHED,348000,0,42280,23,8,7,1,1/7/2023 23:08,1.6,1.15,12.27,5.1,6.27,13.57,32.1
69896824,3060,5,69896824,69896824,FINISHED,210400,0,48000,23,8,7,1,1/7/2023 23:08,3.2,2.28,12.42,4.65,6.92,19.07,38.4
69897084,189,5,69897084,69897084,FINISHED,519200,39600,37120,23,8,7,1,1/7/2023 23:08,2.52,14.18,31.57,7.02,21.22,10.85,63.63
69897163,676,5,69897163,69897163,FINISHED,498800,47600,41920,23,8,7,1,1/7/2023 23:08,2.73,1.73,7.97,2.75,4.47,24.08,36.53
69897170,53,5,69897170,69897170,FINISHED,149200,19600,24000,23,8,7,1,1/7/2023 23:08,0.37,3.33,9.53,0.38,3.72,23.37,36.62
69897248,658,5,69897248,69897248,FINISHED,281400,47600,32000,23,9,7,1,1/7/2023 23:09,1.67,,14.63,,13.33,7.5,35.45
69897534,2439,5,69897534,69897534,FINISHED,343600,0,40520,23,9,7,1,1/7/2023 23:09,0.68,2.2,22.02,2.28,4.48,15.38,41.88
69897588,2439,5,69897588,69897588,FINISHED,359600,0,43720,23,10,7,1,1/7/2023 23:10,0.27,0.2,33.73,2.78,2.98,17.25,53.97
69897648,648,5,69897648,69897648,FINISHED,156000,39600,41440,23,10,7,1,1/7/2023 23:10,1.48,0.7,19.32,2.87,3.57,19.35,42.23
69897706,3528,5,69897706,69897706,FINISHED,95600,0,24000,23,10,7,1,1/7/2023 23:10,0.58,9.75,60.05,2.17,11.92,8.92,80.88
69897709,100,5,69897709,69897709,FINISHED,143600,0,24000,23,10,7,1,1/7/2023 23:10,1.43,5.28,12.22,1.45,6.73,16.4,35.35
69897737,6,5,69897737,69897737,FINISHED,199200,0,31720,23,10,7,1,1/7/2023 23:10,1.4,1.57,10.23,1.42,2.98,7.5,20.7
69897739,6,5,69897739,69897739,CANCELED,199200,0,0,23,10,7,1,1/7/2023 23:10,,,,,,,
69897754,2139,5,69897754,69897754,FINISHED,315200,0,39880,23,10,7,1,1/7/2023 23:10,0.25,5.05,14.75,0.27,5.32,22.5,42.57
69897816,191,5,69897816,69897816,FINISHED,268000,39600,24000,23,10,7,1,1/7/2023 23:10,2.18,,9.78,,5.83,14.52,30.13
69897825,493,5,69897825,69897825,FINISHED,343600,31600,24000,23,10,7,1,1/7/2023 23:10,,4.93,,,,14.43,44.15
69897897,391,10,69897897,69897897,FINISHED,159600,27600,38280,23,11,7,1,1/7/2023 23:11,3.42,2.08,1.42,6.75,8.83,26.55,36.8
69897901,707,5,69897901,69897901,FINISHED,267600,47600,38160,23,11,7,1,1/7/2023 23:11,5.6,0.47,14.65,8.27,8.73,26.9,50.28
69898077,371,5,69898077,69898077,FINISHED,195600,39600,24240,23,11,7,1,1/7/2023 23:11,1.13,1.68,13.47,5.73,7.4,45.93,66.82
69898208,321,5,69898208,69898208,FINISHED,573600,47600,32000,23,12,7,1,1/7/2023 23:12,0.93,,14.77,,3.62,6.28,24.67
69898210,416,5,69898210,69898210,FINISHED,249600,47600,49000,23,12,7,1,1/7/2023 23:12,1.32,2.02,19.45,3.52,5.53,17.03,42
69898214,933,5,69898214,69898214,FINISHED,118000,19600,32000,23,12,7,1,1/7/2023 23:12,1.23,1.62,6.15,2.8,4.42,37.37,47.92
69898408,236,5,69898408,69898408,FINISHED,654800,47600,24000,23,12,7,1,1/7/2023 23:12,4.67,1.15,13.25,7.47,8.63,11.07,32.95
69898493,656,5,69898493,69898493,FINISHED,682800,27600,31040,23,12,7,1,1/7/2023 23:12,0.27,2.68,25.15,0.38,3.05,8.88,37.08
69898500,676,5,69898500,69898500,FINISHED,359200,47600,32000,23,12,7,1,1/7/2023 23:12,2.67,1.23,16.63,3.22,4.45,9.88,30.97
69898591,53,5,69898591,69898591,FINISHED,314800,27600,32000,23,12,7,1,1/7/2023 23:12,1.55,5.9,21.72,1.58,7.48,31.78,60.98
69898722,1000,10,69898722,69898722,CANCELED,239800,0,0,23,13,7,1,1/7/2023 23:13,2.33,,1.37,,,,
69898755,632,5,69898755,69898755,FINISHED,470800,47600,32000,23,13,7,1,1/7/2023 23:13,4,3.33,10.7,5.2,8.53,19.65,38.88
69898781,2439,5,69898781,69898781,FINISHED,199600,0,39400,23,13,7,1,1/7/2023 23:13,0.6,,23.17,,5.6,13.45,42.23
69898934,658,5,69898934,69898934,FINISHED,215200,47600,24000,23,13,7,1,1/7/2023 23:13,6.6,,11.65,,11.75,5.83,29.23
69898983,149,5,69898983,69898983,FINISHED,508000,47600,24000,23,13,7,1,1/7/2023 23:13,3.02,3.85,17.87,3.25,7.1,45.23,70.2
69899013,1556,5,69899013,69899013,FINISHED,720160,39600,19080,23,13,7,1,1/7/2023 23:13,2.28,2.45,39.82,2.75,5.2,7.27,52.28
69899038,2439,5,69899038,69899038,FINISHED,199600,0,39720,23,13,7,1,1/7/2023 23:13,0.27,,22.68,,5.32,10,38
69899049,409,5,69899049,69899049,FINISHED,384000,0,32000,23,13,7,1,1/7/2023 23:13,0.4,5.77,13.2,0.45,6.22,6.82,26.23
69899128,931,5,69899128,69899128,FINISHED,390800,27600,32000,23,14,7,1,1/7/2023 23:14,1.38,7.13,28.03,1.4,8.52,30.4,66.95
69899163,931,5,69899163,69899163,FINISHED,158000,27600,37320,23,14,7,1,1/7/2023 23:14,1.62,7.67,22.02,1.65,9.32,16.93,48.27
69899203,321,5,69899203,69899203,FINISHED,449600,47600,24000,23,14,7,1,1/7/2023 23:14,0.57,1.37,28.4,2.75,4.12,11.75,44.27
69899208,3068,5,69899208,69899208,FINISHED,139600,0,32600,23,14,7,1,1/7/2023 23:14,1.4,5.25,5.88,2,7.27,12.25,25.38
69899265,659,5,69899265,69899265,FINISHED,159600,47600,24000,23,14,7,1,1/7/2023 23:14,8.92,0.48,21.32,11.3,11.78,5.2,38.3
69899564,1399,36,69899564,69899564,FINISHED,395280,0,30400,23,15,7,1,1/7/2023 23:15,0.82,1.53,15.58,0.88,2.42,12.48,30.48
69899738,2956,1,69899738,69899738,FINISHED,95600,0,41280,23,15,7,1,1/7/2023 23:15,1.65,0.03,28.28,2.78,2.82,18.03,49.15
69899757,390,15,69899757,69899757,FINISHED,239200,31600,32000,23,15,7,1,1/7/2023 23:15,4.2,0.28,14.3,4.23,4.52,20.3,39.13
69899946,415,5,69899946,69899946,FINISHED,223600,47600,24000,23,16,7,1,1/7/2023 23:16,1.23,0.53,6.58,4.43,4.97,24.12,35.65
69899980,390,10,69899980,69899980,FINISHED,231200,0,24000,23,16,7,1,1/7/2023 23:16,2.7,0.77,5.85,2.72,3.48,15.97,25.3
69899982,2439,5,69899982,69899982,FINISHED,199600,0,36000,23,16,7,1,1/7/2023 23:16,0.45,,20.23,,5.88,16.43,42.55
69900012,975,5,69900012,69900012,FINISHED,175200,0,31000,23,16,7,1,1/7/2023 23:16,1.5,4.18,9.98,2.83,7.02,9.32,26.32
69900046,89,15,69900046,69900046,FINISHED,216000,0,24000,23,16,7,1,1/7/2023 23:16,0.8,11.8,3.77,0.82,12.62,11.93,28.32
69900069,2074,5,69900069,69900069,FINISHED,132000,19600,30400,23,16,7,1,1/7/2023 23:16,0.72,0.72,3.9,1.13,1.87,9.78,15.55
69900180,371,5,69900180,69900180,FINISHED,358200,39600,24000,23,17,7,1,1/7/2023 23:17,2.18,2.32,15.18,5.53,7.85,39.35,62.38
69900243,149,5,69900243,69900243,FINISHED,203600,47600,24000,23,17,7,1,1/7/2023 23:17,3.18,5.52,18.95,5.95,11.47,28.63,59.05
69900313,149,5,69900313,69900313,FINISHED,534400,47600,12320,23,17,7,1,1/7/2023 23:17,2.08,4.65,34.82,4.57,9.22,21.55,65.58
69900364,659,5,69900364,69900364,FINISHED,311600,47600,39760,23,17,7,1,1/7/2023 23:17,5,,25.23,,5.02,18.12,48.37
69900365,674,5,69900365,69900365,FINISHED,172000,19600,24000,23,17,7,1,1/7/2023 23:17,2.47,3.02,2.13,4.02,7.03,14.88,24.05
69900466,632,5,69900466,69900466,FINISHED,152000,47600,32960,23,17,7,1,1/7/2023 23:17,4.03,1.5,5.88,5.23,6.73,9.57,22.2
69900498,1107,13,69900498,69900498,FINISHED,568000,0,48440,23,18,7,1,1/7/2023 23:18,4.48,2.17,8.75,8.35,10.5,15.9,35.15
69900764,658,5,69900764,69900764,FINISHED,379600,47600,37760,23,18,7,1,1/7/2023 23:18,5.68,12.35,16.12,8.23,20.58,62.18,98.88
69900869,274,5,69900869,69900869,FINISHED,333600,47600,32000,23,19,7,1,1/7/2023 23:19,,2.7,,,,17.57,31.38
69900873,53,5,69900873,69900873,FINISHED,121600,27600,24000,23,19,7,1,1/7/2023 23:19,0.42,2.5,4.58,0.43,2.93,31.1,38.63
69900915,377,17,69900915,69900915,FINISHED,482240,39600,24000,23,19,7,1,1/7/2023 23:19,,,,,,15.35,57.95
69900945,676,5,69900945,69900945,FINISHED,238000,47600,33560,23,19,7,1,1/7/2023 23:19,2.65,2.47,9.98,2.98,5.45,14.6,30.02
69900951,950,5,69900951,69900951,FINISHED,159600,27600,32000,23,19,7,1,1/7/2023 23:19,0.22,10.27,13.57,0.23,10.5,13.9,37.98
69900964,864,5,69900964,69900964,CANCELED,99600,0,0,23,19,7,1,1/7/2023 23:19,,,,,,,
69901020,3068,5,69901020,69901020,FINISHED,271200,0,37240,23,19,7,1,1/7/2023 23:19,0.3,3.72,11.07,1.53,5.23,25.27,41.57
69901088,1037,5,69901088,69901088,FINISHED,559600,47600,32000,23,19,7,1,1/7/2023 23:19,,,16.35,,1.58,29.5,47.43
69901089,82,5,69901089,69901089,FINISHED,132000,39600,24000,23,19,7,1,1/7/2023 23:19,1,6.27,2.47,1.02,7.28,39.73,49.48
69901149,707,5,69901149,69901149,FINISHED,484000,47600,24000,23,20,7,1,1/7/2023 23:20,1.18,0.27,10.32,3.98,4.25,20.95,35.52
69901263,658,5,69901263,69901263,FINISHED,369400,47600,24000,23,20,7,1,1/7/2023 23:20,0.98,0.27,10.45,5.9,6.17,28.45,45.05
69901341,2149,5,69901341,69901341,FINISHED,240000,17960,30400,23,20,7,1,1/7/2023 23:20,2.3,1.45,18.33,4.82,6.28,7.67,32.28
69901342,707,5,69901342,69901342,FINISHED,319600,47600,24000,23,20,7,1,1/7/2023 23:20,0.58,0.92,16.27,3.2,4.1,14.95,35.33
69901343,716,5,69901343,69901343,FINISHED,786400,47600,32000,23,20,7,1,1/7/2023 23:20,4.03,4.25,12.4,4.05,8.3,20.87,41.55
69901443,3091,5,69901443,69901443,FINISHED,143200,0,12680,23,21,7,1,1/7/2023 23:21,3.67,3.87,2.65,4.67,8.53,56.32,67.5
69901515,3528,5,69901515,69901515,FINISHED,299600,12000,35840,23,21,7,1,1/7/2023 23:21,0.6,0.15,5.98,2.23,2.38,12.32,20.68
69901561,416,5,69901561,69901561,FINISHED,739600,47600,47120,23,21,7,1,1/7/2023 23:21,0.83,,24.62,,4.57,22.97,52.15
69901945,3265,5,69901945,69901945,FINISHED,215600,0,24000,23,22,7,1,1/7/2023 23:22,0.97,0.7,32.62,3.63,4.35,10.63,47.58
69902159,931,5,69902159,69902159,FINISHED,350800,27600,36160,23,23,7,1,1/7/2023 23:23,1.98,1.62,22.73,2,3.62,15.9,42.25
69902196,707,5,69902196,69902196,FINISHED,234000,47600,32000,23,23,7,1,1/7/2023 23:23,3.13,1.48,10.17,6.52,8.02,13.73,31.92
